年份,森林覆蓋損失（公頃）,所有氣體的總碳排放量（以CO₂當量計算，公噸）,因火災導致的樹木覆蓋損失（公頃）
2002,48.81325058,16606.65684,8.336098984
2002,0,309.4623494,0
2002,37699.01981,10714843.22,8026.917983
2002,21918.38645,4949270.3,237.0953378
2002,13074.08741,5485488.338,29.26710768
2002,142432.404,26698221.21,1427.026502
2002,703.2099391,352917.8844,15.62773043
2002,33888.39717,12829281,1917.373592
2002,13851.84666,7917484.151,167.8661037
2002,20112.34996,7436889.22,2165.052919
2002,536.442198,191400.3692,53.11575094
2002,0.050347617,8.846886737,0
2002,78395.05298,32750503.13,172.980971
2002,0.12482941,17.75154251,0.062414607
2002,28933.47429,10752936.28,69.48497528
2002,50.88541896,19359.55075,0.739384401
2002,40.15764074,22130.03031,0
2002,6073.797259,1838772.537,7.91913388
2002,2986.110544,1855232.648,7.61067024
2002,5126.049313,1138251.016,843.2089187
2002,65.83774686,34162.84441,0.526710188
2002,55600.93461,23456703.34,7292.703433
2002,2496.703749,1874368.607,149.4990722
2002,4827.394979,3054603.466,245.9562774
2002,15.61155641,6710.466057,0.285158956
2002,31528.01233,13520359.91,2567.266843
2002,2340.179492,785186.7889,394.3790882
2002,2120.380505,698723.5986,65.20124113
2002,7711.03737,2689525.648,116.4876441
2002,855275.863,628290349.4,83504.6812
2002,13.6648598,3495.001407,2.406950001
2002,53005.48774,25903413.63,987.810816
2002,5298.280939,2209032.16,207.1004272
2002,557.752371,133165.1266,82.90221544
2002,10.62006031,2203.949781,5.206038381
2002,111.7306785,26862.20607,3.930704555
2002,10931.22755,2994848.347,872.1062472
2002,1647.570637,754938.86,67.29600896
2002,0.810373894,224.1842068,0.05067742
2002,0.196107558,54.12785949,0
2002,26154.03983,9960965.619,958.7046658
2002,2952.306624,709559.5046,648.9006827
2002,20287.52622,10056533.34,31.44333162
2002,305.4574798,65886.75864,117.3734661
2002,54862.0762,27529476.39,823.5455333
2002,19.79075058,7520.772354,1.176962724
2002,4705.326872,1175202.529,921.8269266
2002,55936.73071,27825149.97,232.2871598
2002,81.20045904,19382.62697,3.97260689
2002,56984.42382,26648464.86,430.1457631
2002,40.24566353,6062.424883,27.84336473
2002,10.91096809,5621.3752,2.01793292
2002,3427.680386,1228143.064,83.19362305
2002,2.687139564,899.2581193,0
2002,10344.83819,2721769.751,25.21545949
2002,90.45691516,43326.76579,1.552086117
2002,29175.98819,7448035.555,127.0004369
2002,0.928207381,0,0
2002,5.418846674,1921.328034,0
2002,3923.517827,1091663.905,927.9645903
2002,229.7964207,61971.96126,15.98765391
2002,89317.51419,42899565.86,3907.775184
2002,4.588154946,129.6427223,0
2002,158834.1254,51607513.27,13793.09424
2002,890.1837635,282976.7957,59.81052528
2002,175.2904428,67907.0829,0.149641421
2002,1.752961399,410.6095305,0.250098171
2002,66119.68071,33347158.37,1072.490992
2002,179.6207712,73886.12418,16.16363117
2002,18728.01995,4761637.371,13915.66557
2002,106658.3376,33465970.93,463.7073173
2002,1.62272987,843.0248009,0
2002,48.86224871,23533.11412,0.521550951
2002,154.4299605,77533.47698,0
2002,4189.572628,1688758.734,7.453163842
2002,312553.7873,144023969.1,5412.993297
2002,20.86919036,10937.57911,0.150136343
2002,108.0072182,23738.22704,1.980552373
2002,626.8680588,238070.9224,93.66368237
2002,0.676416444,124.759059,0
2002,32346.71006,11546192.3,58.63066767
2002,54194.49469,26924555.23,642.1322969
2002,824.5813586,286726.0111,26.3864452
2002,26635.75319,5538400.652,907.2046102
2002,2128.64331,1183634.575,333.5069084
2002,63227.9271,27443195.72,1003.347281
2002,325.0117524,113491.2836,144.9523552
2002,19200.13718,9473606.079,800.1925364
2002,80452.08582,49128368.54,3958.57407
2002,32309.18926,17539558.48,488.3216298
2002,75.30077104,57681.50494,2.212255787
2002,54575.5022,38265772.1,2023.995502
2002,31070.13979,9241773.335,237.4053098
2002,1168.095778,491603.8993,10.46444618
2002,5358.227207,1253443.893,1799.160569
2002,34903.34915,8756077.224,8453.405651
2002,195124.6398,50509117.24,17721.73212
2002,1.830287115,383.7099218,0.71924995
2002,502.6683752,213660.7243,0
2002,16356.44545,6630173.989,372.589031
2002,2700384.154,359386615.4,1998379.749
2002,941.338718,323764.3341,0.92278693
2002,76.10035582,19621.39429,0.529563453
2002,164.4305544,93460.45799,0
2002,123.516999,44666.05365,0.153818089
2002,3866.106668,2886008.388,53.49018096
2002,15310.24197,5384391.598,103.0555193
2002,4666.509817,1773630.609,197.9461479
2002,0.111479129,20.58133285,0
2002,250.8913304,53579.31082,1.221240744
2002,0.105856563,3.082851642,0.052819903
2002,1134.989088,447296.5229,77.77735724
2002,8148.679824,1980811.731,73.4556225
2002,3717.477562,2697484.576,324.3316147
2002,4015.732505,1737594.639,52.51125706
2002,723.8725078,307585.849,35.61267569
2002,178264.0808,34394080.64,1452.643143
2002,3800.765838,2297033.324,18.21190928
2002,0.439427723,118.5065267,0
2002,0.227775334,63.89734246,0
2002,147.9991941,39812.48003,5.992578304
2002,4.652026517,877.8610681,0.143110231
2002,1958.47583,587772.9197,1.749341946
2002,2020.785483,534935.6817,3.28074903
2002,60882.18974,31196734.54,396.4567033
2002,36.63912049,10038.29788,6.094107323
2002,105.1787401,28224.66801,43.51339022
2002,1604.598898,889264.5317,94.11694715
2002,726.0770093,331545.1189,14.07852496
2002,243.8717387,59493.21539,64.401567
2002,25722.22142,5932168.721,3270.287315
2002,1004.574022,496630.2996,45.57868761
2002,85080.90089,28160740.35,172.0262989
2002,10840.69681,3672923.278,4.535578675
2002,27077.01971,8129073.906,1271.757947
2002,6.505533058,0,0
2002,6870.11867,1739726.592,212.3229981
2002,2038435.691,658254504.8,539364.6606
2002,265.2317188,58050.15293,65.04813497
2002,7.945998949,4019.482563,0
2002,90372.37708,34130931.83,3155.981334
2002,2.996441556,1199.331255,0
2002,20.90283313,8425.102441,0.440150923
2002,49625.43782,23993061.27,554.3999235
2002,108.2396496,59072.60747,1.484036818
2002,0.507202227,143.618419,0
2002,23.39391396,2012.998765,2.092211457
2002,214.9078823,85581.14974,4.334991911
2002,3.340847417,655.6893139,1.008361798
2002,47679.93414,23675554.87,1995.31127
2002,46240.24361,16580450.2,141.3802644
2002,8016.170851,2843428.048,35.89755775
2003,0.9770576,66.37229485,0.225474793
2003,244.3362552,45740.83692,186.5676988
2003,52461.54547,16510730.38,314.3572926
2003,1.097745085,181.2565535,0
2003,220.7748552,44237.58909,5.634215127
2003,613.533965,178360.8084,264.6544773
2003,0.342063642,121.8147281,0
2003,249155.0069,48861652.19,20796.5148
2003,395.8166949,130005.875,68.18278762
2003,17.07802261,5373.373679,0.736088778
2003,373846.6091,59693292.89,251901.6694
2003,14475.69483,5807854.171,78.01259422
2003,1039.341551,322884.2754,94.81775383
2003,1325.183318,494910.8464,6.07037587
2003,1889.777513,903235.8804,18.13261559
2003,3475.926415,987160.0142,2.287282467
2003,16.15018967,0,5.212132456
2003,2.038243484,778.1502592,0
2003,2159.457158,1024989.805,44.08836255
2003,5198.715558,1698327.646,157.6027541
2003,274.2308763,60791.16607,19.03619095
2003,307.8114117,116948.62,56.79808717
2003,32119.38156,9208734.056,3534.579128
2003,6843.896175,3020956.9,932.8154637
2003,0.130570243,26.45829277,0
2003,163759.0988,78095428.48,10757.08888
2003,3248526.734,1488845268,175365.2141
2003,2.997849387,870.8517833,0
2003,799.1767213,472687.3882,104.6667779
2003,543.6007673,262277.8571,65.32483143
2003,8.572551344,1600.824557,0
2003,13726.63788,6836274.262,137.0785883
2003,1607282.58,556692945.7,899760.2474
2003,433.2828851,195089.5653,2.395395072
2003,82843.76404,26192916.41,4354.955803
2003,261761.4952,89970955.81,81810.96858
2003,86282.29679,33321766.53,107.0015625
2003,25344.84636,13440203.95,70.89428287
2003,274739.9994,142689618.5,1528.219799
2003,18514.84252,9712906.693,180.6396743
2003,122417.1448,59678844.65,8116.580192
2003,26.65331395,12437.13124,0
2003,8.925222414,0,0.147991934
2003,8260.607755,4166373.153,200.954466
2003,6556.683915,2121605.549,523.5295994
2003,0.827957708,177.2526493,0
2003,6.324797604,1672.473146,1.090226743
2003,25.22916781,5342.660439,5.647125829
2003,3925.277971,1656554.8,11.25672127
2003,6448.617531,2931442.223,39.52384517
2003,27.23870244,15702.47275,0.964818189
2003,1579.71326,386542.154,21.41243704
2003,10714.00158,4247803.796,754.5437687
2003,3831.437113,1026669.183,1499.158432
2003,13835.72643,8224250.791,1115.269983
2003,61.01187804,26121.68024,15.31956215
2003,23315.39344,6903012.799,4575.637108
2003,5632.561979,1366104.178,59.85160131
2003,13936.04122,6524728.902,9.367701742
2003,89696.55115,16480034.66,2006.086324
2003,1572.235904,780956.2075,53.28209288
2003,26393.33418,9844093.413,3576.5194
2003,16845.22031,9855373.394,155.4096829
2003,1875.16737,601649.6965,178.1904397
2003,292.002685,109161.6135,16.75531502
2003,24955.24902,10104210.86,38.99951538
2003,9229.458009,3503326.915,7.675838955
2003,76.87749934,30173.66066,1.552972615
2003,10.56543665,3438.308965,0
2003,1021.877364,324497.7943,1.584468869
2003,1961.187536,1189088.321,2.383501755
2003,2562.535174,593446.6709,326.3833354
2003,71.34625369,37312.33487,0.827978783
2003,98173.67565,37111592.54,8585.92961
2003,1889.081601,1384170.714,151.7208079
2003,7418.606943,4565139.746,2396.799014
2003,7.057239355,3422.34627,0.213805552
2003,33624.77328,14391193.57,1920.153477
2003,1738.980492,610922.3174,331.4288084
2003,1070.162075,384122.8807,54.34069887
2003,5733.022733,2062624.719,54.26921733
2003,544810.2966,427375749.2,109259.2683
2003,1.817298033,522.6749384,0
2003,47750.63815,23489529.19,1465.479377
2003,2262.865182,966534.5192,87.90393302
2003,326.6750206,77010.4143,75.58983893
2003,19.61672495,8989.79351,7.418781709
2003,30.17165819,6653.143779,2.289024672
2003,3613.191038,924772.2271,481.786509
2003,1029.274034,457307.3855,42.63566535
2003,0.065259603,6.134463931,0.065259603
2003,19747.36425,7660006.073,708.5095487
2003,3351.858901,632977.1825,1235.475615
2003,13552.81076,6251008.636,42.75716063
2003,110.7895604,21514.36492,62.27775682
2003,56839.5435,27791870.6,1488.120621
2003,32.14738442,13907.79781,2.723030758
2003,3611.332973,979457.2278,112.0574511
2003,87074.13238,43143219.88,209.2602708
2003,83.57542339,20611.54234,28.46282714
2003,21604.81357,10248231.27,165.6024942
2003,25.26571737,5077.111906,11.75655462
2003,19.4266862,9412.321856,0.373695296
2003,3149.494821,1160355.974,49.19929798
2003,2.484692584,763.3571536,0
2003,8916.009263,2416055.269,27.2252236
2003,103.4199707,49146.3733,0.698709017
2003,21321.4159,5722945.7,158.2203069
2003,3.295436471,1223.736372,0.0732317
2003,2042.52646,594835.4255,571.0680264
2003,100.5993463,27311.84621,6.638090676
2003,84247.95977,38189164.51,2742.634309
2003,2.142708274,33.09228796,0
2003,152559.2962,49558165.67,18559.10826
2003,895.2280943,304990.013,8.507933667
2003,34.24351147,12391.21079,0
2003,77224.46441,39571015.75,1342.571269
2003,203.6859679,55594.83507,86.28793024
2003,38433.831,12878718.98,35626.30662
2003,79643.95853,26004030.16,377.9752206
2003,1.256266299,192.4024988,1.256266299
2003,2.286058313,1032.234972,0
2003,288.4695298,142619.1887,13.40764328
2003,119.6302621,52962.3212,0
2003,7112.996717,2778116.267,29.57537736
2003,183911.2165,107979872.8,3354.358546
2003,30.92584943,15639.78588,0.150093504
2003,208.6842167,53695.94509,0.22030927
2003,883.9158608,372924.754,265.0655275
2003,0.224596165,34.57067031,0.074728022
2003,13380.62881,4540663.94,37.96709651
2003,46963.69084,22436766.59,868.8429372
2003,309.8542634,115657.5628,8.112835863
2003,14817.39184,3119137.167,599.3295727
2003,2291.937476,1261783.94,311.4073229
2003,44798.28289,19833842.43,1066.238597
2003,641.697765,246540.8217,189.6484835
2003,11283.21097,5703266.201,372.6155939
2003,73869.2433,45606298.52,3972.716969
2003,35154.20535,18809229.48,581.3668984
2003,17.62527665,12323.1065,1.22083716
2003,31805.61403,23319880.24,735.5731957
2003,33292.99197,9806062.229,188.5506529
2003,1194.089454,542492.7612,10.82910899
2003,7348.877292,1916796.764,1259.443163
2003,26840.33637,6095411.761,9104.653192
2003,267309.0875,71251232.67,16988.33814
2003,1.438763533,323.4209747,0.131432507
2003,142.6275971,59819.44011,0
2003,9427.598947,3762140.561,213.1785746
2003,3030068.958,379573863.8,2405138.797
2003,1060.927568,436060.3931,1.07620927
2003,18.66824164,5849.246318,0.07558605
2003,37.78890445,13844.43066,0.07514659
2003,18.84275868,6241.842303,0
2003,2374.830165,1721554.84,48.97588194
2003,9098.946831,3529335.573,11.03765246
2003,5983.700596,2239593.744,68.06233956
2003,0.055779092,15.13558369,0
2003,105.3720153,25525.19375,1.145692856
2003,864.9410101,357537.0498,30.93037473
2003,2063.178286,583119.3351,28.51369782
2003,4545.827243,3099404.73,705.7966983
2003,3750.001625,1577115.398,23.96043253
2003,528.3497426,210828.8138,68.09622154
2003,92619.4072,18776955.61,1161.085797
2003,5760.353992,3436546.36,80.68513222
2003,2.12410459,491.7215559,0
2003,114.8063417,29795.65123,6.985699509
2003,10.37610118,1792.131624,0.143159009
2003,193.5413761,55578.00827,0.829662601
2003,2054.056559,603957.0138,12.65950996
2003,58447.9422,29846481.38,389.0901397
2003,31.86869306,8548.043228,5.893480325
2003,84.86276665,16668.60467,47.61759027
2003,690.7395443,403709.8762,37.62935839
2003,726.4368091,337353.4263,55.22757113
2003,1539.083728,463787.359,288.7300537
2003,17743.88168,4181719.445,1252.531982
2003,1125.206168,573240.4503,26.35040256
2003,84068.20903,27020078.5,451.5013333
2003,11980.09565,5065186.359,9.534340021
2003,38954.86705,11883180.94,3466.352846
2003,10611.51037,2946210.114,238.6613857
2003,1649383.91,545215593.9,370784.4375
2003,52.79889595,13437.44798,3.163897775
2003,9.668587918,4765.739565,0
2003,87228.87271,36945343.85,13314.35852
2003,1.82742184,628.120083,0.073058551
2003,39.95442694,15312.28575,0.879195708
2003,43007.84845,21495654.44,828.4743665
2003,529.2629618,292380.8008,9.636043038
2003,8.85048139,496.2788818,2.39646783
2003,261.3241772,105435.822,13.06094684
2003,2.458474056,479.5730799,1.008118515
2003,92572.61492,50191234.59,3006.890035
2003,41954.73061,15843989.61,50.97574624
2003,7312.198341,3001676.832,95.57516927
2004,201.4449585,33108.28163,157.046238
2004,71273.87691,21297163.8,260.1385032
2004,8.853995905,1647.367467,0
2004,735.849796,153541.9011,12.27024465
2004,3236.59554,1351072.306,445.4083267
2004,22.58937449,7672.137722,3.365494485
2004,433429.6897,86611386.43,29298.43608
2004,83.20474395,25478.87748,9.878864724
2004,25.46325975,8339.196832,0.514551907
2004,124768.677,36491563.03,30741.14027
2004,14599.40477,6331779.806,103.2118593
2004,584.955793,148796.0807,75.395566
2004,613.8788333,204096.3494,0.076800311
2004,4793.340651,2291398.232,85.40107905
2004,683.6076116,180381.8086,1.985516383
2004,0.297395552,106.8737693,0.150459933
2004,8.605090964,32915.84874,0.226465867
2004,4282.539726,1998466.55,73.52525985
2004,8170.466307,2747290.462,321.1340381
2004,588.0993715,138724.4154,125.8374722
2004,4121.820011,1611315.752,696.710868
2004,0.146597992,34.21884795,0
2004,38596.68301,11491508.01,694.784968
2004,4312.259674,1827038.329,350.4662435
2004,0.652759236,181.9525899,0
2004,203251.4841,90534338.21,23256.30915
2004,3848770.79,1887603880,199298.6507
2004,8.319537711,2905.848793,0.14994983
2004,1197.136196,714982.8209,104.2086378
2004,1013.177804,571903.5254,109.9763719
2004,50.65776501,9079.968637,1.085253846
2004,14588.89728,7264504.449,152.966867
2004,2706458.872,910616230.6,1477406.851
2004,3829.659122,1743959.139,209.5785269
2004,85728.78243,28375261.82,4546.713735
2004,501543.7961,187309332,104671.7594
2004,48048.33722,18549827.73,209.1633796
2004,23003.29793,11888603.32,94.54872194
2004,400044.274,219119058.5,5324.243193
2004,13832.85006,6701578.365,412.4934514
2004,253840.0087,131694533.3,13310.62869
2004,40.38383805,20944.1032,0.677701472
2004,0.59513159,0,0
2004,9767.049736,4449843.297,344.4682448
2004,21973.72747,6238725.461,2471.72912
2004,0.601840548,125.6218724,0.075270503
2004,47.10307624,17282.79117,7.849380966
2004,87.55564101,21442.3446,9.126455466
2004,13453.69086,5584765.477,50.39527407
2004,44939.9818,20318859.45,390.8111165
2004,79.35513134,44955.53977,1.632943234
2004,2413.812853,633763.5851,64.76517264
2004,19387.94135,7819147.877,1335.516065
2004,4374.159388,1175226.292,1801.692323
2004,37249.86389,20396715.22,2407.788797
2004,101.4492395,26093.97905,9.388631897
2004,67273.87562,19091421.13,19789.74684
2004,18106.2207,4248309.024,103.7643271
2004,13396.26216,5971135.638,14.76538519
2004,146602.3462,28535263.49,1963.182146
2004,2079.813684,1081058.721,44.99704164
2004,76134.34456,30416114.78,5940.708768
2004,9981.655614,5718254.049,105.6156764
2004,24846.81263,9563114.824,2371.230101
2004,1967.062715,800122.1767,59.14301389
2004,0.100761849,24.95489692,0
